regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
ASCL2	RARG	4	4	0	0.199327353	1
PPARG	AGPAT9	4	4	0	0.199319559	1
SMAD1	NR5A1	4	4	0	0.199315481	0
CENPB	IL28RA	4	4	0	0.199313489	0
E2F1	AR	-4	4	0	0.199310165	1
ARID3C	C2orf31	-4	4	0	0.19930695	0
FOXB2	PRKCE	-4	4	0	0.199306803	1
TP53	BLR1	4	4	0	0.199290801	0
MESP2	SCD2	4	4	0	0.199286417	0
ZSCAN16	VDR	-4	4	0	0.199279297	0
REST	ABCA1	4	4	0	0.199279088	1
PPARD	FAM125B	4	4	0	0.199268248	1
KLF4	IL8RA	4	4	0	0.199257006	1
ARNTL2	C9orf19	-4	4	0	0.199256661	0
HOXD10	MIR146A	4	4	0	0.199244373	1
KLF16	IRF9	4	4	0	0.199244058	1
TWIST1	RORA	-4	4	0	0.199236712	1
ZIC3	IDOL_M	-4	4	0	0.199236483	1
HOXA2	NR3C1	4	4	0	0.199225767	0
IRF4	NR4A2	4	4	0	0.199219335	1
STAT5A	IL1R	-4	4	0	0.199214272	1
FOXO3	CCL18aa	-4	4	0	0.199202231	1
IRF4	THRB	4	4	0	0.199196424	1
MESP2	STAT5B	4	4	0	0.199191327	0
EGR1	RXRB	4	4	0	0.199187553	1
FOXA3	ACACA	-4	4	0	0.199183396	1
PPARG	HMGCR	4	4	0	0.199175156	0
IRF1	IL1R	-4	4	0	0.199164259	1
MBD2	FLJ39739	-4	4	0	0.199157598	1
IRF5	C9orf19	4	4	0	0.199156377	1
ZIC3	Rdh1	-4	4	0	0.199150793	1
BRCA1	NKAP	-4	4	0	0.199148859	1
PITX1	PGR	4	4	0	0.199145961	0
RFX2	Rdh1	4	4	0	0.199141699	1
PPARG	IL8RA	4	4	0	0.199132684	0
SOX5	FAM70A	4	4	0	0.199132466	0
TBP	THRB	4	4	0	0.199131467	1
FOXA1	IL8	-4	4	0	0.199118021	1
FOSL1	CCL2	-4	4	0	0.199108479	0
SMARCC1	C2orf31	4	4	0	0.199104463	0
EGR1	CREBB	-4	4	0	0.199085579	1
FOSL2	NGFB	-4	4	0	0.199064045	0
HEY2	CREBB	4	4	0	0.199034242	1
FOS	GNB2L1	-4	4	0	0.19898947	0
ZIC5	NKAP	-4	4	0	0.198980626	1
GCM1	IL8RB	4	4	0	0.198975111	0
RELA	SQLE	4	4	0	0.19895226	1
ZIC1	PLA2	4	4	0	0.198943879	1
HIVEP2	CTSL1	-4	4	0	0.198921882	1
HSF1	MIR146A	4	4	0	0.198917719	1
TERF2	IFNB1	-4	4	0	0.198913913	0
THRA	ABCA1	-4	4	0	0.198910852	1
ETS1	SCD2	-4	4	0	0.198894701	1
ZBTB3	NKAPL	-4	4	0	0.198886048	1
ZIC1	Rdh1	-4	4	0	0.198875793	1
PROP1	SELS	-4	4	0	0.198856279	0
HIC2	SCD1	4	4	0	0.198838313	1
CTCF	HNF4A	3	3	0	0.149984332	1
PAX7	NR1I3	3	3	0	0.1499459	0
ATF6	FASN	3	3	0	0.149941284	0
IRF9	RELA	3	3	0	0.149920781	1
IRF5	NR2F6	-3	3	0	0.149905473	0
PBX3	LSS	3	3	0	0.149884695	1
STAT2	C22orf28	3	3	0	0.149872735	1
POU5F1	STAT6	-3	3	0	0.149867347	0
IRF5	WHDC1	3	3	0	0.149865948	0
HOXB3	SREBP2	-3	3	0	0.149863444	0
ZNF35	ERVWE1	3	3	0	0.149862253	0
HOXB3	STAT6	-3	3	0	0.149861005	0
TFAP2D	IRF5	3	3	0	0.149857479	1
MYOG	IKBKG	3	3	0	0.149852221	0
IRF1	KIAA0082	3	3	0	0.149846648	1
IRF7	AXUD1	3	3	0	0.149846143	0
VSX1	RXRA	-3	3	0	0.149834842	0
CTCF	NR2E3	3	3	0	0.149832998	1
NR4A2	TICAM2	3	3	0	0.149824028	0
RFX2	CD54	-3	3	0	0.149815163	1
HOMEZ	RARB	3	3	0	0.149808025	0
ZFY	HNF4G	-3	3	0	0.149802385	1
THAP1	IKBKG	3	3	0	0.149795071	0
ZNF263	RORC	3	3	0	0.149786545	1
EBF1	PLCG1	3	3	0	0.149786035	0
FOXE1	UNC84B	3	3	0	0.149783308	0
ZNF35	IRF5	-3	3	0	0.149782713	0
JUN	PRIC285	3	3	0	0.149782424	0
ATF6	RARB	-3	3	0	0.149782225	1
HSF2	PHF15	-3	3	0	0.149777585	0
THAP1	ERVWE1	-3	3	0	0.149767879	0
IRF7	CD86	3	3	0	0.149765401	1
ZNF589	NR6A1	-3	3	0	0.149758862	0
IRF5	CD86	3	3	0	0.149757898	1
HOMEZ	NR3C2	3	3	0	0.149757675	0
ASCL2	IRF5	3	3	0	0.149751472	1
HEY1	TMEM49	3	3	0	0.149740354	1
STAT2	PRIC285	3	3	0	0.149735953	1
NR3C1	REL	-3	3	0	0.149728594	1
PROP1	STAT5A	-3	3	0	0.149725895	0
ZNF35	NR2C2	3	3	0	0.149725327	0
ZIC4	LXRB	3	3	0	0.14972329	1
TERF2	IRF8	-3	3	0	0.149716471	0
TWIST1	RARA	3	3	0	0.149706762	1
MXI1	TICAM2	-3	3	0	0.149705657	0
AR	STAT5A	3	3	0	0.149697822	0
NFKB2	IRF1	3	3	0	0.149693337	0
ELF1	IL28RA	-3	3	0	0.149690576	0
ZNF281	NR2F2	3	3	0	0.149669141	1
MYBL1	PLA2G4C	-3	3	0	0.149669013	0
FOXO3	REL	3	3	0	0.149665562	0
TFAP2E	IRF7	3	3	0	0.149664637	0
ESR1	IRF2	-3	3	0	0.149661043	1
KLF16	NR4A2	3	3	0	0.14965874	1
GATA6	NFKB1	3	3	0	0.149655292	1
ZFX	STAT5B	3	3	0	0.149650327	1
IRF3	MYD88	3	3	0	0.149646393	1
YY2	C5orf27	-3	3	0	0.149645264	0
TEF	SAMHD1	-3	3	0	0.149639387	0
PPARD	STAT2	3	3	0	0.149637781	0
RXRA	RELB	3	3	0	0.149636834	1
ELF1	NR4A3	-3	3	0	0.149634433	0
NFKB2	IRF9	3	3	0	0.149633765	0
YY1	RORB	-3	3	0	0.149631321	1
PGR	CD7	-3	3	0	0.149630167	0
HES7	FAM125B	3	3	0	0.14962472	0
ZNF35	STAT6	-3	3	0	0.149621017	0
FOXA3	NK4	3	3	0	0.149603981	0
CEBPA	IRF5	-3	3	0	0.149596677	1
E2F6	NT5C3	3	3	0	0.149587786	1
RELB	PSCD1	3	3	0	0.149579547	0
NEUROD1	PCTK2	-3	3	0	0.149579003	0
ZNF143	NR3C1	-3	3	0	0.149577084	1
FOXB2	STAT2	-3	3	0	0.149576525	0
PITX1	NGFB	3	3	0	0.1495756	0
BCL11A	AGPAT9	3	3	0	0.149574027	1
PATZ1	CMAH	-3	3	0	0.149568684	0
CDX2	AGPAT9	3	3	0	0.149566642	0
SP5	NR5A1	-3	3	0	0.149561566	0
PROP1	STAT4	3	3	0	0.14955984	0
RXRA	PLCG1	3	3	0	0.14955896	1
RXRA	IRF9	3	3	0	0.149558666	1
EGR3	NR1D1	-3	3	0	0.149557126	1
TFAP2D	Rdh7	-3	3	0	0.149556694	0
EGR1	MB21D1	-3	3	0	0.149555925	0
STAT5A	RARA	3	3	0	0.149552097	0
VDR	IRF3	3	3	0	0.149550427	0
SP1	NCAM	3	3	0	0.149548985	1
KLF13	EP300	-3	3	0	0.149545848	1
HSF2	IRF7	-3	3	0	0.149545248	0
TP73	RARG	3	3	0	0.149544605	1
EGR2	IL1R	3	3	0	0.149544483	1
IRF2	CD86	3	3	0	0.149533982	1
STAT5B	KLRA1	3	3	0	0.149528088	0
DPRX	SELS	-3	3	0	0.149526657	0
ESRRG	KIAA1618	-3	3	0	0.149524729	1
TBX3	LXRA	3	3	0	0.149522909	0
FOXP2	A4	-3	3	0	0.149518698	1
IRF2	IL8	3	3	0	0.149517019	0
IRF1	FAM70A	3	3	0	0.149514873	0
ZNF589	FAM125B	3	3	0	0.149512782	1
NR6A1	IL8	-3	3	0	0.149507792	0
IRX5	PPARA	3	3	0	0.149505025	0
IRF4	RORB	3	3	0	0.14950052	1
FOXE1	NFKBIB	3	3	0	0.149500338	0
ARX	P2RX7	-3	3	0	0.149497096	0
CDX2	CSDA	-3	3	0	0.14949652	0
RREB1	CCL18	-3	3	0	0.149495881	0
CEBPB	VDR	-3	3	0	0.149491865	1
RFX6	RORA	-3	3	0	0.149491062	1
ZBTB7C	CSDA	3	3	0	0.14948819	1
HSF2	NFKBIB	-3	3	0	0.149486419	0
ELF4	A4	-3	3	0	0.149486239	0
AHR	IL8	3	3	0	0.149484131	0
EGR4	EP300	3	3	0	0.149483592	1
GLI3	INSR	3	3	0	0.149482675	0
ETV6	UGCGL1	3	3	0	0.149476646	1
PAX8	AGPAT9	-3	3	0	0.149475048	0
HES4	RORB	-3	3	0	0.149468179	1
AHR	MYD88	3	3	0	0.149468044	0
IRF8	FAM125B	3	3	0	0.149465919	1
ZKSCAN1	UGCGL1	-3	3	0	0.149464791	0
ELF1	IL8	-3	3	0	0.14946094	0
BATF3	VDR	3	3	0	0.149459443	1
DPRX	C9orf19	-3	3	0	0.149459374	0
ZEB1	NR3C1	-3	3	0	0.149457267	0
KLF16	GNB2L1	-3	3	0	0.149456136	1
ATF3	RARG	-3	3	0	0.149454737	0
ZSCAN10	AGPAT9	3	3	0	0.149452829	0
CREB1	HMGCR	3	3	0	0.149451526	1
FOXO1	SELS	-3	3	0	0.14945031	0
MBD2	AR	-3	3	0	0.149449678	0
AHR	TNFSF10	3	3	0	0.149448988	0
ASCL2	IKBKB	3	3	0	0.149447742	0
LHX6	KLRA1	3	3	0	0.149443595	0
ZIC1	AGPAT9	-3	3	0	0.149431755	1
HOXA2	RXRB	-3	3	0	0.149422421	1
PPARG	PPARD	3	3	0	0.149419181	1
ZSCAN10	PLA2	-3	3	0	0.149418797	0
ESR1	Slfn2	-3	3	0	0.149417418	1
NR5A2	TNFSF10	3	3	0	0.149415116	1
ESR1	NR3C1	-3	3	0	0.149398015	1
RXRG	IL28RA	3	3	0	0.149397821	1
SCRT2	C2orf31	3	3	0	0.149395458	0
HOXB5	CTSL1	3	3	0	0.149391504	0
ZIC3	IRF3	-3	3	0	0.149390249	0
THRB	CTSL1	3	3	0	0.149385246	1
WT1	A4	3	3	0	0.149383505	1
SRF	IL1R	3	3	0	0.149381247	0
GLIS3	FAM70A	-3	3	0	0.149378673	1
HOXA5	NCAM	3	3	0	0.149374468	1
ZNF219	RXRB	-3	3	0	0.149367612	0
ZBTB1	NK4	-3	3	0	0.149354363	0
MAZ	PGR	3	3	0	0.149353783	1
FOXA3	SELS	3	3	0	0.149349591	0
OLIG3	PLA2G4C	-3	3	0	0.149345327	0
RUNX3	P2RX7	3	3	0	0.149342765	0
NR4A3	CCDC75	3	3	0	0.149341885	0
NFATC1	RARG	-3	3	0	0.149341551	0
ARID3C	PPARD	-3	3	0	0.149340842	0
TOPORS	PLA2	3	3	0	0.149340482	1
ETV7	P2RX7	3	3	0	0.14933954	0
ZSCAN10	NR1D2	-3	3	0	0.149337614	1
CTCFL	SCD2	3	3	0	0.149335708	1
IRF2	NR3C1	3	3	0	0.149333247	1
AP5Z1	NR1D2	3	3	0	0.149331401	0
MTF1	TICAM2	3	3	0	0.149327728	1
ARNT	NAMPT	3	3	0	0.149323977	1
ZSCAN10	IDOL_M	-3	3	0	0.149323782	0
POU5F1	SQLE	-3	3	0	0.149320405	0
ZEB1	RARG	3	3	0	0.149316447	0
ZIC5	JMJD3	3	3	0	0.149316303	1
ZIC4	SCD2	3	3	0	0.14931372	0
IRF5	NR4A2	3	3	0	0.149307599	1
ZNF589	UGCGL1	3	3	0	0.149305406	0
KLF1	CCDC75	-3	3	0	0.149304474	1
RARG	PLA2	3	3	0	0.14929834	1
ATF2	CTSL1	3	3	0	0.14929529	1
IRF7	FAM70A	3	3	0	0.149293351	0
ATF5	NR5A1	3	3	0	0.149292332	1
CTCF	AR	-3	3	0	0.149282469	1
PAX8	IL8RB	-3	3	0	0.149281077	0
ELF1	ACACA	3	3	0	0.149275896	1
ZNF219	NR1D1	-3	3	0	0.149269779	1
RXRA	IL28RA	3	3	0	0.149263139	1
EBF1	GNB2L1	3	3	0	0.149259933	1
FOSL1	IFNB1	-3	3	0	0.14925735	0
MAZ	NKAP	-3	3	0	0.149254807	1
EGR3	INSIG1	3	3	0	0.149254328	1
JUND	ADFP	3	3	0	0.149253154	1
SMARCC1	P2RX7	3	3	0	0.149251263	1
NHLH2	RXRB	3	3	0	0.149248992	0
TFAP4	P2RX7	3	3	0	0.1492428	1
PPARG	IL8RB	3	3	0	0.149242348	1
IRF7	PLA2G4C	-3	3	0	0.149235392	1
SOX2	IL8RB	-3	3	0	0.149230628	1
IRF3	NKAPL	3	3	0	0.149228534	1
DRGX	AGPAT9	-3	3	0	0.149228135	0
REL	NR4A2	3	3	0	0.149227289	1
ZBTB3	THRB	-3	3	0	0.149213374	1
RFX3	CREBB	-3	3	0	0.149203271	0
FOSL1	CSDA	3	3	0	0.149185995	1
PHOX2B	ADFP	-3	3	0	0.14918414	0
ZNF76	GNB2L1	3	3	0	0.149169893	1
FOXO4	CCDC75	3	3	0	0.149115939	1
HINFP	PLA2G2A	-2	2	0	0.099995129	0
PLAGL1	PRIC285	2	2	0	0.099991824	1
KLF13	PHF15	2	2	0	0.099978917	1
ZNF263	NR1H4	2	2	0	0.099964128	1
IRF9	STAT5A	2	2	0	0.099960911	0
HEY1	LSS	-2	2	0	0.099960414	0
PBX3	NR3C2	-2	2	0	0.099958384	0
IRF7	MYD88	2	2	0	0.099952429	1
JUN	SREBP2	2	2	0	0.099950253	1
RBPJ	SREBP2	2	2	0	0.099950069	0
POU5F1	UNC84B	-2	2	0	0.099949133	0
HOMEZ	TMEM49	2	2	0	0.099939669	0
GABPA	IRF5	2	2	0	0.099936325	1
YY2	NR1I2	-2	2	0	0.099936057	0
IRF9	KIAA0082	2	2	0	0.099932404	0
HES7	TMEM49	-2	2	0	0.099925575	1
IRF1	MYD88	2	2	0	0.099925485	1
THAP1	PHF15	2	2	0	0.099923292	1
TBX20	PRIC285	-2	2	0	0.099922791	0
SP5	PI3	-2	2	0	0.099920187	0
TFAP2D	TMEM49	-2	2	0	0.099917653	1
STAT2	INSR	-2	2	0	0.09991256	1
PAX6	RXRA	-2	2	0	0.099912018	0
HOXB3	UNC84B	-2	2	0	0.099910437	0
SP4	STAT6	-2	2	0	0.099909829	1
ARID3A	NOS2A	-2	2	0	0.099909441	0
TBX2	STAT6	2	2	0	0.09990785	0
ZNF263	PI3	2	2	0	0.099905507	0
FOXI2	NK4	-2	2	0	0.099904601	0
HOXB1	PI3	2	2	0	0.099902594	0
JUN	KIAA0082	2	2	0	0.099901219	1
FOXE1	PRIC285	2	2	0	0.099899734	0
CLOCK	NR2F6	2	2	0	0.099895142	0
FOXA1	RELB	-2	2	0	0.099889844	0
CTCF	PI3	2	2	0	0.099888074	0
ARNT	AGPAT9	2	2	0	0.099887775	0
RELB	REL	2	2	0	0.099887365	1
ETV6	RARA	2	2	0	0.099885907	1
ESRRG	MYD88	-2	2	0	0.099880602	0
NEUROG1	STAT6	-2	2	0	0.099876187	0
IRF9	PRIC285	2	2	0	0.099876138	1
T	MYD88	2	2	0	0.099876012	0
HOXC13	NFKB2	2	2	0	0.099874157	0
THAP1	AXUD1	2	2	0	0.099873358	0
RFX7	RARA	2	2	0	0.099871278	1
ELF2	WHDC1	-2	2	0	0.099871045	0
EGR3	STAT5B	-2	2	0	0.09986973	1
SP2	C22orf28	2	2	0	0.09986876	1
RELB	NR3C1	2	2	0	0.099868751	1
LIN54	RARA	-2	2	0	0.099868198	0
PROP1	IRF4	-2	2	0	0.099867704	0
STAT2	APOBEC3B	2	2	0	0.099863439	1
MIXL1	ESRRA	2	2	0	0.099863232	0
NRF1	IRF6	-2	2	0	0.099862165	0
FOSL2	NR4A2	-2	2	0	0.099861889	0
KLF13	IRF3	2	2	0	0.099860805	1
MSC	INSR	2	2	0	0.099854739	0
IRF9	STAT1	2	2	0	0.099854324	1
RREB1	C9orf19	2	2	0	0.099854045	1
RELB	CD54	2	2	0	0.099853904	0
JUN	NFKB2	2	2	0	0.099852567	0
MBD2	NR5A2	-2	2	0	0.09985209	1
ELF2	INSR	2	2	0	0.09984823	1
KLF13	IKBKG	2	2	0	0.099847945	1
IRF2	DNAPTP6	2	2	0	0.099844062	1
WT1	SAMHD1	2	2	0	0.099842981	1
TFAP4	ABCA1	2	2	0	0.099840074	1
SMARCC2	HMGCR	-2	2	0	0.099840014	0
IRF2	PLA2G4C	2	2	0	0.099839659	1
DNMT1	ERVWE1	-2	2	0	0.099839483	0
NEUROG2	IRF7	-2	2	0	0.099837418	0
KLF7	RARG	2	2	0	0.099836557	1
FOXB2	THRB	-2	2	0	0.099836101	1
SP5	HNF4G	-2	2	0	0.099835881	0
LHX8	CMAH	2	2	0	0.099835587	0
E2F5	SAMHD1	-2	2	0	0.099835551	0
ETV4	PSCD1	2	2	0	0.09983487	0
IRF9	INSR	-2	2	0	0.099832497	0
FOS	PLA2G4C	2	2	0	0.099831702	0
NRF1	PI3	-2	2	0	0.099827969	0
CEBPD	NGFB	-2	2	0	0.099827772	0
KLF13	TMEM49	-2	2	0	0.099827562	0
IRF9	IRF2	2	2	0	0.09982614	1
POU6F2	NR3C2	2	2	0	0.099825176	1
KLF13	ESRRA	2	2	0	0.099822805	0
STAT2	CD7	2	2	0	0.099816812	0
IRF5	FLJ39739	2	2	0	0.099816296	0
STAT2	NAMPT	2	2	0	0.09981597	1
TBX20	IRF5	-2	2	0	0.099815231	0
ZFY	PGR	-2	2	0	0.099813049	1
PPARD	PRKCE	2	2	0	0.099812548	1
CREB3	C5orf27	-2	2	0	0.09981101	0
HOXA3	ESRRA	2	2	0	0.099810834	0
NEUROD2	STAT4	-2	2	0	0.099808587	0
MYPOP	INSR	2	2	0	0.099808517	0
PPARD	KIAA0082	2	2	0	0.099808159	0
ELF1	TNFSF10	-2	2	0	0.099805424	1
YY2	Osterix	-2	2	0	0.099805351	0
USF2	TMEM49	2	2	0	0.099804831	0
DNMT1	Rdh7	-2	2	0	0.099799639	0
DNMT1	HMGCR	2	2	0	0.099799275	1
NEUROG1	UNC84B	-2	2	0	0.099796358	0
NFYB	UNC84B	-2	2	0	0.099795195	1
HNF4A	STAT5B	2	2	0	0.099794837	0
BACH1	ESR1	-2	2	0	0.099791704	1
SP1	pIgR	2	2	0	0.099790474	1
NFIB	IRF5	2	2	0	0.09978673	0
RUNX2	CD7	-2	2	0	0.099786456	0
ELF2	PPARG	-2	2	0	0.099784406	0
ONECUT3	PLA2	-2	2	0	0.099783736	0
ESRRG	C22orf28	-2	2	0	0.099783614	1
NFATC3	NR1D1	-2	2	0	0.099782826	0
RELB	MIR155	2	2	0	0.099782027	0
SP3	NR6A1	2	2	0	0.099781459	1
IKZF1	RARB	2	2	0	0.099776968	1
STAT2	C9orf19	2	2	0	0.09977634	1
THAP1	STAT3	2	2	0	0.099776193	0
TBX19	ACACA	2	2	0	0.099776028	0
SP1	NR1I3	2	2	0	0.099775336	0
ZNF263	NR5A1	2	2	0	0.099773143	1
SMARCC1	INSIG1	2	2	0	0.099772618	1
ARID3A	NR5A1	-2	2	0	0.099767567	0
FOXO3	BLR1	2	2	0	0.099766634	0
MAZ	HNF4G	2	2	0	0.099766456	1
STAT2	IL1R	-2	2	0	0.099766171	1
T	NR6A1	-2	2	0	0.09976597	1
IRF6	NR4A2	-2	2	0	0.099763395	0
ELF1	NAMPT	-2	2	0	0.099763115	0
PLAGL1	RARB	-2	2	0	0.099762718	1
POU2F3	FAM70A	2	2	0	0.099761703	0
FOSB	PPARG	2	2	0	0.09976002	1
FOXA1	JMJD3	-2	2	0	0.099756308	0
TWIST2	IRF5	2	2	0	0.099755758	0
KLF16	PCTK2	2	2	0	0.099755717	1
ARID3B	ABCA1	2	2	0	0.099755601	0
JUN	IRF1	2	2	0	0.099754288	1
ZSCAN4	LINCR	2	2	0	0.099753012	0
IRF1	C22orf28	2	2	0	0.09975287	1
RFX4	NK4	-2	2	0	0.099752787	0
HSF2	PRIC285	-2	2	0	0.099751797	0
WT1	NR0B2	-2	2	0	0.099751769	nan
TWIST2	RORA	-2	2	0	0.099750591	1
HOXD9	PGR	2	2	0	0.099750392	0
ZSCAN10	INSR	2	2	0	0.099748319	1
HOXB9	IL28RA	-2	2	0	0.099748032	0
OLIG1	IRF9	-2	2	0	0.099745892	0
SOX15	CD86	-2	2	0	0.099745224	1
KLF13	IDOL_M	2	2	0	0.099743603	1
KLF8	LSS	2	2	0	0.099742872	0
HHEX	CD86	-2	2	0	0.09974178	0
FOXO1	MYD88	-2	2	0	0.099741562	1
HOXC11	FAM125B	-2	2	0	0.099741467	1
AHR	NAMPT	2	2	0	0.099737841	0
SP4	CCDC75	2	2	0	0.099737415	1
E2F2	IL28RA	2	2	0	0.099737404	0
ETV4	RELA	2	2	0	0.099736712	0
NR3C2	ZNF313	-2	2	0	0.0997365	0
PBX3	NR2E3	-2	2	0	0.099735676	0
NR4A2	NR2F6	-2	2	0	0.099734506	0
GATA6	REL	2	2	0	0.099733952	0
NR4A1	UNC84B	2	2	0	0.099733423	0
ZNF524	PHF15	2	2	0	0.099732607	0
RFX3	SAMHD1	-2	2	0	0.099732035	0
TGIF1	C22orf28	2	2	0	0.099731161	0
LHX2	HMGCR	2	2	0	0.099729962	0
PLAGL1	FASN	2	2	0	0.099728698	1
ZBTB7A	P2RX7	2	2	0	0.099718325	1
POU3F1	IRF8	-2	2	0	0.099717969	0
KLF16	NT5C3	2	2	0	0.099712148	1
JUND	TMEM49	2	2	0	0.099711649	1
E2F7	EP300	-2	2	0	0.099710794	1
ZEB1	PLCG1	2	2	0	0.099710357	1
MSC	TICAM2	-2	2	0	0.099710208	0
CREB3L4	TBK1	-2	2	0	0.099709777	0
THAP1	STAT6	2	2	0	0.099709687	0
ZNF76	RARG	2	2	0	0.099707702	0
ARID2	PCTK2	-2	2	0	0.099704478	0
PROP1	BLR1	-2	2	0	0.09970429	0
KLF5	NAMPT	2	2	0	0.099704183	1
OTX1	IL28RA	2	2	0	0.099703099	0
ZIC3	PPARA	-2	2	0	0.099702626	1
LHX8	THOC4	-2	2	0	0.099702148	1
LBX2	STAT6	-2	2	0	0.09970109	1
TEF	AGPAT9	-2	2	0	0.099698029	1
SRF	HMGCR	2	2	0	0.099697329	0
NRF1	NR5A2	-2	2	0	0.099696661	1
HOXA13	RORB	2	2	0	0.099694465	0
RARB	P2RX7	-2	2	0	0.099693172	1
FEV	RARA	-2	2	0	0.099691593	1
IRF4	IL1R	-2	2	0	0.09969046	1
EGR3	RARA	2	2	0	0.099690218	1
MBD2	IRF6	-2	2	0	0.099690171	0
RFX6	ERVWE1	-2	2	0	0.09968895	0
JUNB	ACACA	-2	2	0	0.099687249	1
KLF1	CREBB	2	2	0	0.09968572	1
RFX6	NR2C2	-2	2	0	0.099682617	0
NHLH1	ESRRB	2	2	0	0.099679417	1
MIXL1	LXRA	2	2	0	0.099678682	0
ZNF589	STAT5B	-2	2	0	0.099677307	0
TFAP4	CSDA	-2	2	0	0.099675838	0
HIC2	NFKBIB	2	2	0	0.099673831	0
KLF13	RARB	-2	2	0	0.099671882	1
ESR1	PPARG	-2	2	0	0.099669147	1
MSC	NR4A2	-2	2	0	0.099668656	0
JDP2	IL8RA	-2	2	0	0.099668586	0
LHX8	STAT4	2	2	0	0.099666572	0
MYPOP	BLR1	-2	2	0	0.099665337	0
MBD2	VDR	2	2	0	0.099665185	1
GATA6	AGPAT9	-2	2	0	0.099664904	0
ETV4	Rdh1	-2	2	0	0.099664848	0
RARG	C22orf28	-2	2	0	0.099662655	1
NEUROD1	APOBEC3B	-2	2	0	0.09966095	1
KLF13	KLRA1	2	2	0	0.099660824	0
JUN	CREBB	2	2	0	0.099660316	1
HIVEP2	THRA	-2	2	0	0.099658768	1
HBP1	PI3	2	2	0	0.0996585	0
VSX1	RARA	-2	2	0	0.099658251	0
ATF4	CHUK	2	2	0	0.099658172	0
NRL	FAM125B	2	2	0	0.099657838	0
ZFY	BLR1	-2	2	0	0.09965732	1
ETV7	IRF4	-2	2	0	0.099656911	0
GMEB2	STAT6	2	2	0	0.099656842	0
CDX2	ESR1	2	2	0	0.099656499	1
KLF4	PLA2G4C	-2	2	0	0.0996562	0
LHX2	NR1D2	-2	2	0	0.099655559	0
MEF2C	IKBKB	2	2	0	0.099655534	0
T	CTSL1	2	2	0	0.099652044	0
OSR2	C2orf31	2	2	0	0.099650132	0
BATF	PPARG	-2	2	0	0.099649213	1
CLOCK	TICAM2	-2	2	0	0.099646863	0
LMO2	THRA	2	2	0	0.099645043	0
CREB1	RORC	-2	2	0	0.099644447	0
TBX20	NR0B2	2	2	0	0.099644394	nan
FOS	IL8	-2	2	0	0.099642025	1
THAP1	CCDC75	-2	2	0	0.099641618	0
RFX6	GNB2L1	2	2	0	0.099641517	0
ZSCAN10	ZNF313	-2	2	0	0.099638819	0
NHLH1	HNF4G	2	2	0	0.099638399	1
OTX1	IL8	2	2	0	0.099638153	0
LHX8	IL8RA	-2	2	0	0.099636084	0
YBX1	VDR	2	2	0	0.099632438	0
IRF1	CD7	2	2	0	0.099632327	0
HINFP	Osterix	-2	2	0	0.09963168	0
EGR4	NR2C2	2	2	0	0.099627572	1
RXRA	LINCR	-2	2	0	0.099626737	0
HHEX	PSCD1	-2	2	0	0.099622689	0
NKX3-2	LINCR	2	2	0	0.099621826	0
EGR3	AGPAT9	2	2	0	0.099621524	1
PPARA	VDR	2	2	0	0.09962047	1
EPAS1	NR3C1	-2	2	0	0.099619787	1
TFCP2	LINCR	-2	2	0	0.099619487	0
SP3	CCDC75	2	2	0	0.099617026	1
RELA	MIR146A	2	2	0	0.099615659	1
SOX8	CMAH	-2	2	0	0.099615494	1
CREM	RARB	2	2	0	0.099615064	1
ELF2	NK4	-2	2	0	0.09961479	0
ELF4	TBK1	-2	2	0	0.099614042	1
SP3	AGPAT9	-2	2	0	0.099613201	1
NFIL3	SCD2	-2	2	0	0.099612888	0
IRF2	FAM70A	2	2	0	0.099612355	0
FOSB	NR1D1	2	2	0	0.099611935	1
MAZ	EP300	2	2	0	0.099609999	1
ELF5	CCL18	-2	2	0	0.09960938	0
IRF7	SELS	2	2	0	0.099608896	0
IRF3	IL1R	-2	2	0	0.099606814	1
SMARCC1	NR1D1	-2	2	0	0.099605595	1
GATA6	PPARG	2	2	0	0.099605045	0
NHLH2	NR1D1	2	2	0	0.099605042	1
HHEX	MIR155	-2	2	0	0.099603847	0
TCF12	CCL18	2	2	0	0.099603468	1
PDX1	AR	2	2	0	0.099602252	0
ISX	SCD2	2	2	0	0.099600384	0
ALX4	RORA	2	2	0	0.099600091	1
HNF4G	PRKCE	2	2	0	0.099600076	1
FOXH1	BLR1	2	2	0	0.099599834	0
NR2F6	NR2C1	2	2	0	0.099599097	1
FOXO1	DNAPTP6	-2	2	0	0.099599032	1
WT1	Rdh7	-2	2	0	0.099595201	0
RELB	PLA2G4C	2	2	0	0.099594665	1
SNAI1	NR1D1	2	2	0	0.099593839	0
NFYB	CCDC75	2	2	0	0.099593697	0
NFKB2	STAT2	2	2	0	0.099592926	1
T	ACACA	-2	2	0	0.09959283	0
HOXA5	PGR	2	2	0	0.099592016	0
HOXC13	SELS	2	2	0	0.099591281	0
RFX6	KLRA1	-2	2	0	0.099590127	0
ZBTB1	BLR1	-2	2	0	0.099589094	1
BHLHE41	ADFP	-2	2	0	0.099588013	1
YY2	NR1H4	-2	2	0	0.099587899	0
ZNF524	LINCR	-2	2	0	0.099586599	0
EGR3	PPARD	2	2	0	0.099586265	1
HOXA13	HNF4G	2	2	0	0.099586164	0
